ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,InsuranceValidity,RTO,Mileage,Color,EngineType,Displacement,NoofCylinder,FuelSuppySystem,TurboCharger,SuperCharger,GearBox,DriveType, SeatingCapacity,SteeringType,FrontBrakeType,RearBrakeType,TyreType,NoDoorNumbers,city
Petrol,Sedan,72352,Manual,1,Honda,Honda City,2015,i VTEC V,636000,Zero Dep,KA05,17.4,Silver,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Diesel,SUV,90928,Manual,1,Ford,Ford Ecosport,2017,1.5 Diesel Titanium Plus BSIV,792000,Comprehensive,KA03,23.0,Blue,TDCi Diesel Engine,1498,4,Direct Injection,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,SUV,10000,Manual,2,Nissan,Nissan Magnite,2021,Turbo XV BSVI,695000,Third Party insurance,KA01,20.0,Others,HRA0 1.0 TURBO PETROL,999,3,MPFi,Yes,No,5,FWD,5,Electronic,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,60000,Manual,2,Ford,Ford Figo,2014,Petrol Titanium,360000,Third Party insurance,KA01,15.6,Others,Duratec Petrol Engine,1196,4,SEFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,SUV,117530,Manual,1,Maruti,Maruti Vitara Brezza,2016,ZDi Plus Dual Tone,827000,Comprehensive,KA01,24.3,Red,DDiS 200 Diesel Engine,1248,4,CRDi,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,102814,Manual,1,Maruti,Maruti Swift,2011,VXI,382000,Comprehensive,KA03,22.38,Red,K Series Dual jet,1197,4,CRDi,Yes,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Bangalore
Petrol,Hatchback,20000,Manual,1,Tata,Tata Tiago,2021,XZ Plus Dual Tone Roof BSVI,650000,Third Party insurance,KA51,19.01,Blue,1.2 L Revotron,1199,3,CRDi,Yes,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,34801,Automatic,1,Maruti,Maruti Celerio,2017,ZXI Optional AMT BSIV,512000,Zero Dep,KA05,23.1,Blue,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,51877,Manual,3,Maruti,Maruti Celerio,2018,ZXI,463000,Comprehensive,KA02,25.24,Silver,K10C,998,3,MPFi,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Sedan,10000,Automatic,1,Hyundai,Hyundai Verna,2023,SX IVT Opt,1500000,Third Party insurance,AP39,18.45,Others,1.5 l MPi petrol,1497,4,MPi,No,No,6  IVT,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",4,Bangalore
Petrol,Hatchback,17125,Manual,2,Maruti,Maruti Celerio X,2018,ZXI Option BSIV,525000,Third Party,KA01,21.63,Silver,K10B Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Radial,Tubeless",5,Bangalore
Diesel,SUV,30000,Manual,1,Renault,Renault Duster,2014,85PS Diesel RxL Plus,460000,Third Party insurance,DL8C,20.45,Others,dCi Diesel Engine,1461,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,50318,Manual,1,Maruti,Maruti Baleno,2016,1.2 Delta,627000,Third Party insurance,KA05,21.4,Silver,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,46123,Manual,1,Hyundai,Hyundai Verna,2012,1.6 SX VTVT,511000,Comprehensive,KA05,17.01,Silver,VTVT Petrol Engine,1591,4,MPFI,No,No,5,FWD,5,Power,Disc ,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,120000,Manual,3,Hyundai,Hyundai Getz,2006,GLS,55000,Third Party insurance,KA03,15.3,Gray,In-Line Engine,1341,4,PFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,Hatchback,70000,Manual,2,Hyundai,Hyundai i20,2015,Asta Option 1.4 CRDi,600000,Third Party insurance,KA53,22.54,Others,U2 CRDI Diesel Engine,1396,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,Sedan,33360,Automatic,1,Volkswagen,Volkswagen Jetta,2014,2.0L TDI Highline AT,1285000,Comprehensive,KA05,16.96,Blue,Diesel Engine,1968,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Bangalore
Petrol,SUV,21800,Automatic,1,Volkswagen,Volkswagen Tiguan,2022,2.0 TSI Elegance BSVI,3150000,Third Party insurance,KA05,12.65,Black,2.0 TSI,1984,4,CRDi,Yes,No,7  DCT,AWD,5,Electric,ventilated Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,10000,Manual,1,Tata,Tata Altroz,2023,XM Plus,750000,Third Party insurance,KA03,19.33,Red,1.2 l Revotron,1199,3,CRDi,No,No,5,AWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,60000,Manual,3,Hyundai,Hyundai Santro Xing,2006,XL,130000,Third Party insurance,KA03,19.23,Others,1.2 l Revotron,1086,4,CRDi,No,No,5,AWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,11045,Automatic,1,Hyundai,Hyundai i20,2021,Sportz IVT,985000,Third Party insurance,KA05,19.65,White,1.2 l Kappa petrol,1197,4,CRDi,No,No,IVT,AWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Bangalore
Diesel,Sedan,51406,Automatic,1,Volkswagen,Volkswagen Vento,2018,1.5 TDI Highline AT,1045000,Third Party insurance,KA03,22.15,Blue,TDI Diesel Engine,1498,4,CRDI,Yes,No,7,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Diesel,Hatchback,70000,Manual,1,Tata,Tata Indica V2,2012,LX,200000,Third Party insurance,KA04,25.0,Red,CR4 Diesel Engine,1396,4,CRDi,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,26031,Manual,1,Maruti,Maruti Baleno,2017,1.2 Zeta,710000,Comprehensive,KA03,21.4,Blue,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,30740,Manual,1,Maruti,Maruti Swift,2016,VXI,586000,Comprehensive,KA41,22.38,Silver,K Series Dual jet,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Bangalore
Petrol,SUV,20000,Automatic,1,MG,MG Astor,2022,Sharp CVT BSVI,1500000,Third Party insurance,KA09,14.82,Others,VTi-TECH,1498,4,MPFI,No,No,8  CVT,FWD,5,Electronic,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,65909,Automatic,1,Maruti,Maruti Ignis,2017,1.2 AMT Zeta BSIV,584000,Zero Dep,KA50,20.89,White,1.2-Litre VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Electrical,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,140590,Manual,1,Hyundai,Hyundai i20,2013,Asta 1.2,409000,Comprehensive,KA53,18.5,Blue,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,51801,Automatic,1,Maruti,Maruti Swift Dzire,2019,AMT ZXI Plus,738000,Comprehensive,KA51,21.21,Silver,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Diesel,Sedan,80000,Manual,1,Hyundai,Hyundai Xcent,2015,1.1 CRDi SX,380000,Third Party insurance,MH48,24.4,Others,U2 CRDI Diesel Engine,1120,3,CRDI,Yes,No,5,FWD ,5,Power,Disc ,Drum,Tubeless,4,Bangalore
Petrol,Hatchback,62621,Manual,1,Hyundai,Hyundai i20,2017,Sportz 1.2,656000,Zero Dep,KA01,18.6,Blue,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,79068,Manual,1,Maruti,Maruti Swift,2014,VXI,483000,Comprehensive,KA04,22.38,Red,K Series Dual jet,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Bangalore
Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Swift,2018,LXI 2018,510000,Third Party insurance,KA01,22.0,Others,VTVT Engine,1197,4,MPFi,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,Sedan,30000,Automatic,2,Volkswagen,Volkswagen Ameo,2018,1.5 TDI Highline Plus 16 AT,750000,Third Party insurance,KA53,21.73,Others,TDI Diesel Engine,1498,4,CRDI,Yes,No,7,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,72000,Manual,2,Hyundai,Hyundai i10,2008,Era 1.1,185000,Third Party insurance,KA53,19.81,Gold,IRDE2 Engine,1086,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,80000,Manual,2,Hyundai,Hyundai i10,2008,Era 1.1,180000,Third Party insurance,KA53,19.81,Others,IRDE2 Engine,1086,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless,5,Bangalore
Diesel,SUV,20000,Automatic,1,Tata,Tata Harrier,2022,XZA Plus AT BSVI,2100000,Third Party insurance,TN14,14.6,Others,Kryotec 2.0 L Turbocharged Engine,1956,4,MPFI,Yes,No,6,RWD,5,Power,Disc,Disc,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,67000,Manual,1,Volkswagen,Volkswagen Polo,2010,Petrol Trendline 1.2L,300000,Third Party insurance,KA03,16.47,Red,In-Line Petrol Engine ,1198,3,MPFI ,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,47488,Automatic,2,Maruti,Maruti Ignis,2017,1.2 AMT Zeta BSIV,546000,Comprehensive,KA04,20.89,Silver,1.2-Litre VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Electrical,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,56814,Manual,1,Honda,Honda Jazz,2016,1.2 SV i VTEC,533000,Comprehensive,KA03,18.7,Red,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,63206,Manual,1,Hyundai,Hyundai i10,2012,Sportz,332000,Comprehensive,KA53,20.36,White,DOHC Kappa2 Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Sedan,61103,Manual,2,Maruti,Maruti Ciaz,2018,Delta BSIV,809000,Comprehensive,KA01,21.56,Silver,k15B VVT Engine,1462,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Bangalore
Petrol,Hatchback,70000,Manual,1,Maruti,Maruti Alto,2008,LXi,200000,Third Party insurance,KA01,19.7,Black,In-Line Engine,796,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,112268,Automatic,3,Maruti,Maruti Celerio,2015,VXI AT Optional,347000,Comprehensive,KA41,23.1,White,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,70000,Manual,2,Maruti,Maruti Swift,2006,1.3 VXI ABS,150000,Third Party insurance,MH03,16.1,Others,In-Line Engine,1298,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,SUV,97346,Manual,1,Volkswagen,Volkswagen Taigun,2021,1.0 TSI Topline BSVI,1359000,Comprehensive,KA09,20.08,Silver,1.0L TSI,999,3,TSI,Yes,No,6,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,36977,Manual,2,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz BSIV,543000,Comprehensive,KA05,18.9,Others,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,70000,Manual,3,Maruti,Maruti Swift,2006,1.3 VXI ABS,150000,Third Party insurance,MH03,16.1,Others,In-Line Engine,1298,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,Hatchback,60000,Manual,2,Hyundai,Hyundai i20,2013,Asta 1.4 CRDi,475000,Third Party insurance,MH03,21.27,Others,U2 CRDI Diesel Engine,1396,4,CRDI,No,No,6,FWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,35000,Automatic,2,Renault,Renault KWID,2016,1.0 AMT RXT,350000,Third Party insurance,KA53,24.04,Silver,Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,100000,Manual,3,Hyundai,Hyundai Getz,2006,GVS,135000,Third Party insurance,KA05,15.3,Black,In-Line Engine,1341,4,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,SUV,85700,Automatic,1,BMW,BMW X1,2018,sDrive20d Expedition,2850000,Comprehensive,KA01,20.68,White,Diesel Engine,1995,4,CRDi,Yes,No,8,FWD,5,Power,Disc,Disc,Runflat,5,Bangalore
Diesel,Sedan,50000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2016,C 220 CDI Avantgarde,2750000,Comprehensive,KA01,19.27,Brown,In-Line Engine,2143,4,CRDi,Yes,No,7,RWD,5,Power,Disc,Disc,"Tubeless, Radial",4,Bangalore
Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Alto K10,2015,VXI,300000,Third Party insurance,KA04,23.95,Others,K Series Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,40082,Manual,2,Maruti,Maruti Wagon R,2014,VXI BS IV,377000,Third Party,KA50,20.51,Others,K10B Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Bangalore
Diesel,Sedan,112566,Automatic,2,Maruti,Maruti Swift Dzire,2017,AMT VDI,638000,Comprehensive,KA05,28.4,Silver,DDiS Diesel Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,SUV,68000,Automatic,1,Hyundai,Hyundai Creta,2020,SX Opt Turbo DCT,1575000,Comprehensive,KA17,19.23,White,1.4 L Turbo GDi Petrol,1397,4,GDi,Yes,No,7- DCT,FWD,5,Power,Disc,Disc,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,61978,Automatic,1,Maruti,Maruti Wagon R,2021,ZXI AMT 1.2,674000,Comprehensive,KA53,20.52,Silver,K12M Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",5,Bangalore
Petrol,Hatchback,27658,Manual,1,Maruti,Maruti Wagon R,2021,ZXI 1.2,613000,Third Party,KA09,20.52,White,K12M Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",5,Bangalore
Petrol,SUV,26000,Manual,1,Kia,Kia Seltos,2019,HTK G,1145000,Comprehensive,KA51,16.8,Silver,SMARTSTREAM G1.5,1497,4,MPI,No,No,6,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,43371,Manual,2,Hyundai,Hyundai i20,2015,Asta 1.2,595000,Comprehensive,KA05,18.6,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,SUV,120000,Manual,2,Ford,Ford Ecosport,2014,1.5 DV5 MT Titanium Optional,450000,Third Party insurance,KA01,22.7,Black,TDCi Diesel Engine,1498,4,Direct Injection,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,67633,Manual,1,Honda,Honda Jazz,2017,1.2 V i VTEC,599000,Third Party insurance,KA20,18.7,Red,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,76794,Manual,1,Maruti,Maruti Baleno,2016,1.2 Delta,625000,Third Party insurance,KA01,21.4,Orange,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,Sedan,100000,Manual,2,Chevrolet,Chevrolet Cruze,2010,LTZ,445000,Third Party insurance,KA41,18.3,Others,"4 Cylinder, VCDi",1991,4,CRDI,No,No,5,RWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i10,2012,Sportz,320000,Third Party insurance,KA01,20.36,Others,DOHC Kappa2 Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Diesel,SUV,20000,Automatic,1,Kia,Kia Sonet,2022,HTX Diesel AT BSVI,1350000,Third Party insurance,KA01,19.23,Others,1.5 L CRDi VGT,1493,4,CRDi,Yes,No,6,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,120000,Manual,2,Maruti,Maruti Alto,2006,LXi BSIII,165000,Third Party insurance,KA03,19.7,Others,In-Line Engine,796,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,50000,Manual,2,Fiat,Fiat Punto Abarth,2018,1.4 T-Jet,525000,Third Party insurance,KA03,16.3,Black,T-Jet Petrol Engine,1368,4,SMPI,Yes,No,5,FWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Bangalore
Diesel,SUV,80000,Manual,1,Hyundai,Hyundai Creta,2015,1.6 CRDi SX,888000,Third Party insurance,KA03,19.67,White,U2 CRDI VGT Engine,1582,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,Sedan,94932,Manual,1,Maruti,Maruti Swift Dzire,2017,VDI,707000,Comprehensive,KA02,28.4,Silver,DDiS Diesel Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,75140,Manual,1,Maruti,Maruti Baleno,2016,1.2 Delta,593000,Comprehensive,KA03,21.4,Red,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,88000,Manual,1,Chevrolet,Chevrolet Beat,2011,LT,250000,Third Party insurance,KA51,18.6,Blue,Smartech Engine,1199,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,73969,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,685000,Comprehensive,KA53,18.6,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Sedan,62598,Manual,1,Hyundai,Hyundai Verna,2016,1.6 VTVT S,699000,Comprehensive,KA04,17.01,Silver,VTVT Petrol Engine,1591,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,4,Bangalore
Petrol,Sedan,70000,Automatic,2,Toyota,Toyota Corolla Altis,2017,1.8 VL CVT,1200000,Third Party insurance,KA41,14.28,Others,2ZR-FE Petrol Engine,1798,4,EFI,No,No,7,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,24343,Manual,2,Maruti,Maruti Alto 800,2021,VXI Plus BSVI,425000,Zero Dep,KA51,22.05,Silver,F8D Petrol Engine,796,3,EFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless Tyres,5,Bangalore
Diesel,Hatchback,110000,Manual,2,Volkswagen,Volkswagen Polo,2014,Diesel Trendline 1.2L,380000,Third Party insurance,KA20,22.07,Silver,In-Line Diesel Engine,1199,3,CRDI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,58917,Manual,2,Volkswagen,Volkswagen Polo,2017,1.2 MPI Highline,574000,Third Party,KA19,16.2,White,MPI Petrol Engine,1199,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,72338,Manual,1,Maruti,Maruti Swift,2016,VXI,573000,Comprehensive,KA53,22.38,Silver,K Series Dual jet,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Bangalore
Petrol,Hatchback,41000,Automatic,2,Honda,Honda Brio,2012,V AT ,425000,Comprehensive,KA05,18.4,Silver,SOHC i-VTEC,1198,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,70000,Automatic,2,Hyundai,Hyundai i10,2009,Magna AT,265000,Third Party insurance,KA01,19.2,Others,In-Line Engine,1197,4,MPFI,No,No,4,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,25887,Manual,1,Maruti,Maruti Swift Dzire,2019,ZXi,600000,Comprehensive,KA03,17.5,Orange,In-Line Engine,1298,4,MPFI,No,No,5,2 WD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Sedan,40000,Manual,1,Honda,Honda City,2016,i VTEC V,650000,Third Party insurance,TN10,17.8,Others,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Diesel,Hatchback,50000,Manual,1,Maruti,Maruti Swift,2015,VDI BSIV,430000,Third Party insurance,TN10,25.2,Others,DDiS Diesel Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Bangalore
Petrol,Hatchback,20000,Manual,1,Volkswagen,Volkswagen Polo,2022,1.0 TSI Highline Plus,1075000,Third Party insurance,KA04,18.24,Others,1.0L TSI Petrol,999,3,TSI,Yes,No,6,FWD,5,Electronic,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,60000,Manual,2,Hyundai,Hyundai Verna,2017,VTVT 1.6 SX,750000,Third Party insurance,KA05,17.0,Others,VTVT Petrol Engine,1591,4,MPFI,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,4,Bangalore
Petrol,Hatchback,64235,Manual,2,Hyundai,Hyundai i20,2017,Asta 1.2,615000,Third Party,KA53,18.6,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,Hatchback,83873,Manual,1,Maruti,Maruti Baleno,2018,1.3 Alpha,746000,Zero Dep,KA01,27.39,Silver,DDiS Diesel Engine,1248,4,CRDi,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,Sedan,120000,Manual,2,Skoda,Skoda Rapid,2012,1.6 TDI Ambition,370000,Third Party insurance,KA05,20.5,Others,Turbocharged Diesel Engin,1598,4,Direct Injection,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Sedan,93059,Manual,2,Hyundai,Hyundai Verna,2016,1.6 SX VTVT,667000,Comprehensive,KA03,17.01,Silver,VTVT Petrol Engine,1591,4,MPFI,No,No,5,FWD,5,Power,Disc ,Drum,Tubeless,4,Bangalore
Petrol,Hatchback,45681,Manual,1,Maruti,Maruti Baleno,2017,1.2 Delta,634000,Zero Dep,KA51,21.4,Blue,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,45938,Manual,2,Honda,Honda Jazz,2017,1.2 V i VTEC,579000,Comprehensive,KA03,18.7,Brown,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,40000,Manual,1,Maruti,Maruti Baleno,2018,1.2 Delta,510000,Third Party insurance,WB26,21.4,Others,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,57423,Manual,2,Maruti,Maruti Swift,2018,ZXI Plus,634000,Third Party insurance,KA01,22.38,Blue,K Series Dual jet,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Bangalore
Petrol,Hatchback,60942,Automatic,1,Hyundai,Hyundai Grand i10,2015,AT Asta,527000,Third Party,KA06,18.9,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,4,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,SUV,70000,Automatic,1,Hyundai,Hyundai Creta,2018,1.6 VTVT AT SX Plus,900000,Third Party insurance,KA06,13.0,Others,VTVT Petrol Engine,1591,4,MPFi,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,SUV,80000,Manual,2,Jeep,Jeep Compass,2018,2.0 Limited,1500000,Third Party insurance,KA51,17.1,Others,2.0-Litre 4-Cyl Multijet II Engine,1956,4,CRDI,Yes,No,6,4X2,5,Power,Disc,Discs,"Radial, Tubless",5,Bangalore
Diesel,SUV,19875,Automatic,1,Citroen,Citroen C5 Aircross,2021,Shine,3000000,Comprehensive,KA04,18.6,Black,DW10FC,1997,4,CRDI,Yes,No,8-,4X2,5,Power,Disc,Disc,Tubeless,5,Bangalore
Petrol,Hatchback,10000,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,Sportz,650000,Third Party insurance,WB08,20.7,Others,1.2 Kappa petrol,1197,4,CRDi,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,SUV,20000,Automatic,1,Volkswagen,Volkswagen Tiguan,2022,2.0 TSI Elegance BSVI,3600000,Third Party insurance,WB08,12.65,Black,2.0 TSI,1984,4,Common Rail,Yes,No,7  DCT,AWD,5,Electric,ventilated Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,50000,Manual,1,Fiat,Fiat Linea,2009,Emotion Pack,300000,Third Party insurance,KA04,16.0,Others,Front Wheel Drive,1368,4,CRDI,Yes,No,Five  Manual,Front Wheel Drive,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Diesel,Sedan,30000,Automatic,1,BMW,BMW 3 Series GT,2018,Luxury Line,3400000,Third Party insurance,KA51,21.76,Blue,TwinPower Turbo 4-Cylinder Diesel Engine,1995,4,CRDi,Yes,No,8,RWD,5,Power,Disc,Disc,Run-Flat,4,Bangalore
