ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,InsuranceValidity,RTO,Mileage,Color,EngineType,Displacement,NoofCylinder,FuelSuppySystem,TurboCharger,SuperCharger,GearBox,DriveType, SeatingCapacity,SteeringType,FrontBrakeType,RearBrakeType,TyreType,NoDoorNumbers,city
Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai i20 Active,2016,1.2 SX,550000,Third Party insurance,WB26,17.19,Others,VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,30345,Manual,1,Renault,Renault KWID,2019,RXL,327000,Third Party,WB20,22.25,Red,0.8 SCe,799,3,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Kolkata
Petrol,SUV,54018,Manual,1,Honda,Honda WR-V,2017,i-VTEC S,487000,Third Party,WB26,17.5,Brown,i-VTEC Petrol Engine,1199,4,MPFi,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Diesel,Sedan,32007,Manual,1,Hyundai,Hyundai Verna,2016,1.6 CRDi SX,612000,Zero Dep,WB02,23.9,Silver,U2 VGT Diesel Engine ,1582,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,4,Kolkata
Petrol,Hatchback,100000,Manual,1,Hyundai,Hyundai i10,2015,Sportz 1.1L,310000,Third Party insurance,WB02,19.81,Others,IRDE2 Engine,1086,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless,5,Kolkata
Petrol,Hatchback,30000,Manual,2,Hyundai,Hyundai Santro Xing,2014,GL Plus,245000,Third Party insurance,WB02,17.92,Gray,Petrol Engine,1086,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Diesel,Sedan,66452,Automatic,1,Volvo,Volvo S60 Cross Country,2018,D4 AWD BSIV,1980000,Comprehensive,WB08,19.6,Silver,Diesel Engine,2400,5,CRDi,Yes,No,6,AWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Kolkata
Diesel,SUV,38706,Automatic,1,Volvo,Volvo XC60,2021,D5 Inscription,4500000,Comprehensive,WB06,11.2,White,Turbo Diesel Engine,2400,5,CRDi,Yes,No,6,AWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Kolkata
Petrol,Sedan,80000,Manual,1,Honda,Honda City,2018,i-VTEC S,650000,Third Party insurance,WB02,17.4,Others,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Sedan,60000,Manual,1,Hyundai,Hyundai Verna,2015,1.6 VTVT S,750000,Third Party insurance,WB02,17.01,Gray,VTVT Petrol Engine,1591,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,4,Kolkata
Petrol,Hatchback,120000,Manual,1,Hyundai,Hyundai i20 Active,2016,Base Petrol,500000,Third Party insurance,WB02,17.19,Others,VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Diesel,Sedan,19000,Manual,1,Honda,Honda City,2017,i DTec VX,790000,Third Party insurance,WB26,26.0,Brown,i DTEC Diesel Engine ,1498,4,Direct Injection,Yes,No,6,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Sedan,71552,Manual,1,Honda,Honda City,2014,i VTEC VX,403000,Comprehensive,WB08,17.4,Brown,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,65039,Manual,2,Hyundai,Hyundai Grand i10,2015,Sportz,301000,Third Party,WB12,18.9,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai Santro Xing,2007,GLS,40000,Third Party insurance,WB12,17.92,Gray,Petrol Engine ,1086,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,73578,Manual,1,Renault,Renault KWID,2019,1.0 RXT Optional,359000,Zero Dep,WB20,23.01,Red,Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,27160,Automatic,1,Hyundai,Hyundai Santro,2021,Sportz AMT,511000,Third Party,WB08,20.3,Others,1.1 L Petrol,1086,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,36000,Manual,1,Hyundai,Hyundai i20,2017,1.2 Era,425000,Comprehensive,WB02,18.6,Black,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,Hatchback,84367,Manual,1,Hyundai,Hyundai Grand i10,2014,Sportz,277000,Comprehensive,WB08,18.9,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,SUV,47530,Manual,1,Renault,Renault Duster,2017,Petrol RxL,551000,Third Party,WB02,13.06,Red,K4M Petrol Engine,1598,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,Hatchback,35457,Manual,1,Honda,Honda Brio,2014,S MT,254000,Comprehensive,WB24,19.4,Silver,i-VTEC Engine,1198,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,SUV,28134,Automatic,1,Kia,Kia Seltos,2020,HTX IVT,1275000,Comprehensive,WB02,19.23,Orange,SMARTSTREAM G1.5,1497,4,MPI,No,No,IVT,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",5,Kolkata
Petrol,SUV,5000,Automatic,0,Mahindra,Mahindra XUV300,2022,W8 Option AMT BSVI,1320000,Comprehensive,WB02,16.5,White,1.2L Petrol,1197,3,MPI,Yes,No,6,FWD,5,Power,Disc,Disc,"Tubeless, Radial",5,Kolkata
Petrol,Hatchback,28000,Automatic,1,Hyundai,Hyundai i10,2011,Sportz AT,270000,Comprehensive,WB06,16.95,Red,DOHC Kappa2 Engine,1197,4,MPFI,No,No,4,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Diesel,SUV,20000,Automatic,1,Jeep,Jeep Compass Trailhawk,2023,2.0 4X4,2000000,Third Party insurance,WB02,19.23,Gray,2.0-litre muiltjet,1998,4,MPFI,Yes,No,9 -,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,46005,Manual,1,Hyundai,Hyundai i10,2014,Sportz,255000,Comprehensive,WB02,20.36,Off White,DOHC Kappa2 Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Diesel,SUV,2565,Automatic,1,MG,MG Gloster,2021,Savvy 6-Str,3450000,Comprehensive,WB26,12.4,Black,Diesel 2.0 Twin Turbo,1996,4,MPFI,Twin,No,8,4WD,6,Power,Disc,Disc,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,28000,Automatic,1,Maruti,Maruti Swift,2018,AMT ZXI Plus BSIV,535000,Comprehensive,WB02,22.0,Red,VTVT Engine,1197,4,MPFi,No,No,5,4WD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,Hatchback,32000,Automatic,1,Honda,Honda Jazz,2015,V CVT,440000,Comprehensive,WB02,18.2,White,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Sedan,45000,Manual,1,Maruti,Maruti Swift Dzire,2009,VXi,225000,Comprehensive,WB06,17.5,Golden,In-Line Engine,1298,4,MPFI,No,No,5,2 WD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,SUV,10197,Automatic,1,MG,MG Hector,2022,Sharp CVT,1792000,Third Party,WB06,19.23,Black,1.5 L Turbocharged Intercooled,1451,4,Direct Injection,Yes,No,8-,FWD,5,Power,Disc,Disc,"Tubeless, Radial",5,Kolkata
Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai EON,2014,D Lite Plus,180000,Third Party insurance,WB12,21.1,Others,Petrol Engine,814,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,Sedan,32844,Manual,1,Honda,Honda City,2017,i VTEC V,602000,Comprehensive,WB16,17.8,Silver,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Cng,Hatchback,5198,Manual,1,Tata,Tata Tiago,2022,XZ Plus CNG BSVI,743000,Comprehensive,WB02,19.6026,Black,1.2 L i-CNG,1199,3,PGM-Fi,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Kolkata
Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai i20,2013,Sportz 1.2,335000,Comprehensive,WB02,18.5,Bronze,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Sedan,19355,Automatic,1,Skoda,Skoda Rapid,2019,1.6 MPI AT Ambition BSIV,750000,Comprehensive,WB06,14.84,Others,Petrol Engine,1598,4,MPFI,No,No,6,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Sedan,60000,Manual,1,Maruti,Maruti Swift Dzire,2010,VXi,240000,Third Party insurance,WB06,17.5,Blue,In-Line Engine,1298,4,MPFI,No,No,5,2 WD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,31197,Manual,1,Maruti,Maruti Wagon R,2019,VXI,474000,Third Party,WB06,21.79,Silver,K10B Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",5,Kolkata
Petrol,Hatchback,6651,Manual,1,Datsun,Datsun RediGO,2021,1.0 T Option,346000,Third Party,WB08,21.7,Others,1.0 L Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,tubeless tyre,5,Kolkata
Petrol,Hatchback,60000,Manual,3,Chevrolet,Chevrolet Spark,2009,1.0 LS,70000,Third Party insurance,WB20,18.0,Others,In-Line Engine,995,4,SEFI,No,No,5,FWD,5,Power,Disc,Self-Adjusting Drum,"Tubeless,Radial",5,Kolkata
Petrol,Sedan,57000,Manual,1,Honda,Honda City,2013,S,335000,Comprehensive,WB02,16.8,Red,SOHC i-VTEC,1497,4,EFI (Electronic Fuel Injection),No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Sedan,50469,Automatic,1,Honda,Honda City,2016,i VTEC CVT VX,550000,Third Party insurance,WB02,18.0,Brown,i VTEC Engine,1497,4,PGM-Fi,No,No,5  CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,32000,Manual,1,Maruti,Maruti Swift,2018,VVT VXI,524000,Comprehensive,WB02,22.0,Silver,VTVT Engine,1197,4,MPFi,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,Sedan,36000,Automatic,1,Toyota,Toyota Corolla Altis,2016,1.8 G CVT,850000,Comprehensive,WB02,14.28,Golden,2ZR-FE Petrol Engine,1798,4,EFI,No,No,7,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,30000,Manual,1,Datsun,Datsun RediGO,2018,T Option,210000,Third Party insurance,WB06,22.7,Others,0.8L Petrol Engine,799,3,MPFi,No,No,5,2WD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,65000,Manual,2,Hyundai,Hyundai i10,2014,Sportz,230000,Comprehensive,WB02,20.36,White,DOHC Kappa2 Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,24000,Manual,1,Maruti,Maruti Swift,2020,VXI Optional,549000,Comprehensive,WB02,20.4,Blue,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Kolkata
Diesel,Sedan,82948,Manual,1,Maruti,Maruti Ciaz,2016,ZDi SHVS,520000,Comprehensive,WB02,28.09,Silver,DDIS 200 Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Kolkata
Petrol,Hatchback,23162,Manual,2,Maruti,Maruti Zen Estilo,2010,VXI BSIV,141000,Comprehensive,WB26,19.0,Brown,K Series Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drums,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,45000,Manual,1,Maruti,Maruti Ritz,2010,VXi,129000,Comprehensive,WB06,18.5,Blue,K Series Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,SUV,7281,Manual,2,Honda,Honda WR-V,2020,i-VTEC S,641000,Comprehensive,WB26,17.5,Others,i-VTEC Petrol Engine,1199,4,MPFi,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,29428,Manual,1,Hyundai,Hyundai i20 Active,2016,1.2 S,466000,Third Party insurance,WB08,17.19,White,VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,SUV,64000,Manual,1,Hyundai,Hyundai Creta,2018,1.6 SX Option,845000,Comprehensive,WB02,15.8,White,VTVT Petrol Engine,1591,4,MPFI,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,Hatchback,62202,Manual,1,Maruti,Maruti Alto 800,2016,LXI,215000,Comprehensive,WB24,22.05,Others,F8D Petrol Engine,796,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless Tyres,5,Kolkata
Petrol,Sedan,47000,Manual,1,Honda,Honda City,2018,i-VTEC VX,725000,Third Party insurance,WB40,17.4,White,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Cng,Sedan,13145,Manual,1,Tata,Tata Tigor,2022,XZ Plus CNG BSVI,772000,Comprehensive,WB06,26.49,Red,1.2L Revotron Engine,1199,3,PGM-Fi,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,119490,Manual,1,Hyundai,Hyundai EON,2017,Sportz,255000,Third Party,WB24,21.1,Blue,Petrol Engine,814,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Diesel,Sedan,45000,Manual,1,Honda,Honda City,2015,i DTEC VX,525000,Third Party insurance,WB06,25.1,Brown,i DTEC Diesel Engine ,1498,4,Direct Injection,Yes,No,6,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,46422,Manual,1,Maruti,Maruti Wagon R Stingray,2016,VXI,295000,Comprehensive,WB02,20.51,Grey,K 10B Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Kolkata
Petrol,Hatchback,64000,Manual,3,Hyundai,Hyundai i10,2014,Sportz,235000,Comprehensive,WB12,20.36,Others,DOHC Kappa2 Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Diesel,Sedan,52000,Manual,1,Volkswagen,Volkswagen Ameo,2020,1.5 TDI Comfortline,495000,Comprehensive,WB06,21.66,Brown,TDI Diesel Engine,1498,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Sedan,25000,Manual,1,Honda,Honda City,2019,V MT,685000,Comprehensive,WB02,16.8,Brown,SOHC i-VTEC,1497,4,EFI(Electronic Fuel Injection),No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,15000,Manual,2,Hyundai,Hyundai EON,2013,Era Plus,186000,Third Party,WB02,21.1,Blue,Petrol Engine,814,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,SUV,45000,Manual,1,Kia,Kia Seltos,2020,GTX Plus,1265000,Comprehensive,WB08,16.5,Golden,Smartstream G1.4,1353,4,GDi,Yes,No,6,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",5,Kolkata
Petrol,SUV,65000,Automatic,1,Hyundai,Hyundai Creta,2018,1.6 SX Automatic,895000,Comprehensive,WB02,14.8,White,VTVT Petrol Engine,1591,4,MPFi,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Diesel,SUV,65000,Manual,1,Jeep,Jeep Compass,2018,2.0 Limited,950000,Third Party,WB02,17.1,Black,2.0-Litre 4-Cyl Multijet II Engine,1956,4,CRDI,Yes,No,6,4X2,5,Power,Disc,Discs,"Radial, Tubless",5,Kolkata
Petrol,Sedan,21628,Manual,1,Honda,Honda City,2019,i-VTEC V,727000,Comprehensive,WB26,17.4,Silver,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,8347,Manual,1,Maruti,Maruti Swift,2016,VXI,427000,Third Party,WB02,22.38,Silver,K Series Dual jet,1197,4,PGM-Fi,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Kolkata
Petrol,Hatchback,52549,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Magna BSIV,349000,Third Party insurance,WB08,18.9,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Petrol,Sedan,44540,Automatic,2,Honda,Honda City,2014,i VTEC CVT VX,450000,Third Party,WB02,18.0,Others,i VTEC Engine,1497,4,PGM-Fi,No,No,5  CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,44000,Manual,2,Maruti,Maruti Swift,2014,LXI,320000,Comprehensive,WB02,18.6,Silver,K Series Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Diesel,Hatchback,53084,Manual,1,Hyundai,Hyundai Grand i10 Nios,2019,Asta CRDi,646000,Third Party insurance,WB18,26.2,Silver,1.2 L U2 CRDi Diesel,1186,3,CRDi,Yes,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Kolkata
Petrol,MUV,10000,Manual,2,Maruti,Maruti XL6,2021,Alpha,950000,Third Party insurance,WB36,19.01,Others,K15B Smart Hybrid,1462,4,CRDi,Yes,No,5,FWD,6,Power,Ventilated Disc,Leading & Trailing Drum,"Tubeless,Radial",5,Kolkata
Petrol,Sedan,34339,Automatic,2,Toyota,Toyota Corolla Altis,2018,1.8 VL CVT,1124000,Comprehensive,WB06,14.28,White,2ZR-FE Petrol Engine,1798,4,EFI,No,No,7,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",4,Kolkata
Petrol,SUV,15456,Manual,1,Kia,Kia Seltos,2020,HTK Plus G,1057000,Third Party insurance,WB02,16.8,Red,SMARTSTREAM G1.5,1497,4,MPI,No,No,6,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",5,Kolkata
Petrol,Hatchback,68000,Manual,1,Hyundai,Hyundai Santro,2018,Sportz BSIV,385000,Comprehensive,WB26,20.3,Grey,1.1 litre Petrol Engine,1086,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,SUV,10000,Manual,1,Maruti,Maruti SX4 S Cross,2021,Delta,875000,Third Party insurance,WB06,18.55,Others,K15B Smart Hybrid,1462,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Solid Disc,"Radial,Tubeless",5,Kolkata
Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Celerio,2017,ZXI,360000,Third Party insurance,WB06,23.1,Others,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Kolkata
Petrol,Sedan,37000,Automatic,1,Audi,Audi A6,2016,35 TFSI,1795000,Comprehensive,WB02,15.26,White,In Line Petrol Engine,1798,4,Direct Injection,Yes,No,7,FWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",4,Kolkata
Petrol,Sedan,60000,Manual,2,Renault,Renault Scala,2013,RxL,235000,Third Party insurance,WB02,16.95,White,XH2 Petrol Engine,1498,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,8000,Manual,1,Hyundai,Hyundai i20 N Line,2022,N6 iMT Dual Tone BSVI,900000,Third Party insurance,WB26,20.0,Blue,1.0 Turbo GDI,998,3,MPFI,Yes,No,iMT,FWD,5,Electric,Disc,Disc,"Tubeless,Radial",5,Kolkata
Petrol,Sedan,44890,Manual,1,Honda,Honda Amaze,2016,S i-Vtech,357000,Comprehensive,WB02,18.0,Silver,i-VTEC Petrol Engine,1198,4,CRDI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Diesel,SUV,48752,Manual,2,Hyundai,Hyundai Creta,2017,1.4 E Plus CRDi,620000,Comprehensive,WB18,22.1,Others,U2 CRDI Engine,1396,4,CRDi,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Kolkata
Diesel,SUV,10000,Automatic,1,Tata,Tata New Safari,2022,XZA Plus Gold 6 Str AT,2350000,Third Party insurance,WB42,14.08,Others,Kryotec 2.0 L Turbocharged Engine,1956,4,CRDi,Yes,No,6,FWD,6,Power,Disc,Disc,"Tubeless, Radial",5,Kolkata
Petrol,SUV,5151,Manual,1,Mahindra,Mahindra KUV 100,2017,mFALCON G80 K4 Plus 5str,372000,Third Party,WB24,18.15,Red,mFALCON G80 Engine,1198,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,28807,Manual,1,Maruti,Maruti Alto 800,2017,LXI,275000,Zero Dep,WB02,22.05,Blue,F8D Petrol Engine,796,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless Tyres,5,Kolkata
Petrol,Hatchback,30000,Manual,2,Hyundai,Hyundai Santro Xing,2014,GL Plus,220000,Third Party insurance,WB02,17.92,Others,Petrol Engine,1086,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Sedan,20593,Manual,1,Honda,Honda City,2019,i-VTEC V,763000,Third Party,WB02,17.4,Silver,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Sedan,82879,Manual,2,Honda,Honda Amaze,2015,EX i-Vtech,260000,Third Party,WB26,18.0,Others,i-VTEC Petrol Engine,1198,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Sedan,13407,Manual,1,Honda,Honda City,2022,V MT,1015000,Comprehensive,WB40,18.6,Red,Water Cooled Inline i-VTEC DOHC with VTC,1498,4,PGM-Fi,No,No,6,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",4,Kolkata
Petrol,Hatchback,100000,Manual,1,Maruti,Maruti Ignis,2019,1.2 Sigma BSIV,410000,Third Party insurance,WB24,20.89,Others,1.2-Litre VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Electrical,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,SUV,45000,Manual,1,Honda,Honda WR-V,2019,i-VTEC VX,650000,Third Party,WB02,17.5,Green,i-VTEC Petrol Engine,1199,4,MPFi,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,SUV,50000,Manual,1,Hyundai,Hyundai Alcazar,2021,Signature,1600000,Third Party insurance,WB02,14.5,Black,2.0 l petrol MPi engine,1999,4,Multi-point injection,No,No,6,FWD,6,Power,Disc,Disc,"Tubeless, Radial",5,Kolkata
Petrol,Hatchback,77042,Manual,1,Maruti,Maruti Swift,2019,VXI,449000,Comprehensive,WB20,22.38,Red,K Series Dual jet,1197,4,Multi-point injection,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Kolkata
Petrol,Sedan,42325,Manual,1,Tata,Tata Tigor,2021,XZ BSVI,517000,Third Party,WB16,19.28,Others,1.2L Revotron Engine,1199,3,Multi-point injection,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",4,Kolkata
Petrol,Hatchback,50000,Manual,1,Volkswagen,Volkswagen Polo,2017,1.2 MPI Comfortline,500000,Third Party insurance,WB02,16.2,Others,MPI Petrol Engine,1199,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,37196,Manual,1,Maruti,Maruti Swift,2015,ZXI,400000,Comprehensive,WB20,22.38,Others,K Series Dual jet,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Kolkata
Diesel,Hatchback,61530,Manual,1,Maruti,Maruti Baleno,2017,1.3 Delta,460000,Third Party insurance,WB02,27.39,Red,DDiS Diesel Engine,1248,4,CRDi,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,48000,Manual,1,Hyundai,Hyundai i20 Active,2016,1.2 SX Dual Tone,580000,Third Party insurance,WB26,17.19,White,VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Diesel,SUV,74444,Manual,1,Maruti,Maruti Vitara Brezza,2017,ZDi Plus Dual Tone,643000,Comprehensive,WB02,24.3,Others,DDiS 200 Diesel Engine,1248,4,CRDi,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,120000,Manual,1,Skoda,Skoda Fabia,2011,1.2 MPI Elegance,200000,Third Party insurance,WB06,16.25,Others,In-Line Petrol Engine,1198,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,Hatchback,11768,Manual,1,Maruti,Maruti S-Presso,2020,VXI Plus 2019-2022,411000,Comprehensive,WB08,21.7,Others,K10C,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Kolkata
Petrol,Hatchback,19715,Manual,2,Renault,Renault KWID,2020,RXT,384000,Third Party,WB06,22.3,Blue,Petrol Engine,799,3,MPFi,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Kolkata
Petrol,SUV,54581,Manual,1,Honda,Honda WR-V,2018,i-VTEC VX,500000,Third Party insurance,WB12,17.5,Brown,i-VTEC Petrol Engine,1199,4,MPFi,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Kolkata
