it,ft,bt,km,transmission,ownerNo,owner,oem,model,RearBrakeType,TyreType,AlloyWheelSize,EngineType,NoofCylinder,FuelSuppySystem,NoDoorNumbers,Color,TurboCharger,SuperCharger,DriveType, SeatingCapacity,SteeringType,Ground Clearance Unladen,CargoVolumn,Insurance Validity,Mileage,Front Brake Type,RearBrakeType,CompressionRatio,Acceleration,Top Speed,city,modelYear,centralVariantId,variantName,price,priceActual,city
0,Diesel,MUV,"28,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,7,Direct Injection,5,Silver,Yes,No,RWD,8,Power,178mm,9544.285567,Third Party insurance,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,2410,2.4 VX MT 8S BSIV,₹ 18.40 Lakh,645877,Delhi
0,Petrol,Hatchback,"42,736",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,1.0L Petrol Engine,3,MPFi,5,White,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.5 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2016,5906,1.0 T Option,₹ 2.75 Lakh,645877,Delhi
0,Diesel,SUV,"82,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,U2 CRDI Engine,4,CRDi,5,White,No,No,FWD,5,Power,190mm,400,Third Party insurance,22.1 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2018,8978,1.4 E Plus CRDi,₹ 9.10 Lakh,645877,Delhi
0,Diesel,SUV,"47,000",Automatic,1,1st Owner,Kia,Kia Seltos,Disc,"Tubeless,Radial",16,1.5L CRDi VGT,4,CRDi,5,Silver,Yes,No,2WD,5,Electric,190mm,433,Comprehensive,17.8 kmpl,Disc,Disc,10.5,11.8,175.7062571,Delhi,2021,7116,HTK Plus AT D,₹ 13 Lakh,645877,Delhi
0,Petrol,SUV,"43,623",Manual,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Red,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Delhi,2018,5994,1.2 Revotron XZ Plus,₹ 7.35 Lakh,645877,Delhi
0,Diesel,MUV,"29,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,4,CRDi,5,White,Yes,No,RWD,7,Power,178mm,9544.285567,Comprehensive,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,7305,2.4 G MT,₹ 17.49 Lakh,645877,Delhi
0,Petrol,SUV,"6,000",Automatic,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",18,1.5L Turbocharged Intercooled,4,CRDi,5,Brown,YES,No,RWD,6,Power,192mm,155,Zero Dep,12.34 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Delhi,2023,10965,1.5 Turbo Sharp Pro CVT,₹ 22 Lakh,645877,Delhi
0,Petrol,Sedan,"18,340",Automatic,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,1.5L Turbocharged Intercooled,4,CRDi,4,Silver,YES,No,RWD,5,Electric,160,378,Comprehensive,22.61 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2021,7714,ZXI Plus AT BSVI,₹ 8.01 Lakh,825000,Delhi
0,Petrol,MUV,"26,000",Manual,1,1st Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,CRDi,5,Grey,YES,No,FWD,6,Power,180mm,209,Third Party insurance,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Delhi,2020,7030,Zeta,₹ 10.27 Lakh,645877,Delhi
0,Petrol,Sedan,"12,000",Automatic,1,1st Owner,Skoda,Skoda Superb,Disc,"Tubeless, Radial",17,2.0L Turbocharged Petrol,4,TSI,5,White,Yes,No,FWD,5,Power,91mm,625,Comprehensive,15.1 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Delhi,2022,7803,Laurin & klement BSVI,₹ 39 Lakh,645877,Delhi
0,Petrol,SUV,"18,000",Automatic,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",16,1.5L Turbocharged Intercooled,4,TSI,5,White,YES,No,FWD,6,Power,192mm,155,Comprehensive,11.67 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Delhi,2020,7520,Sharp DCT,₹ 17.49 Lakh,645877,Delhi
0,Diesel,SUV,"72,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,U2 CRDI Engine,4,CRDi,5,White,No,No,FWD,5,Power,190mm,400,Comprehensive,22.1 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2018,8978,1.4 E Plus CRDi,₹ 8.25 Lakh,645877,Delhi
0,Petrol,SUV,"48,000",Automatic,2,2nd Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFi,5,White,No,No,FWD,5,Power,190mm,400,Comprehensive,14.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2017,6432,1.6 SX Automatic,₹ 9.25 Lakh,645877,Delhi
0,Petrol,MUV,"75,000",Manual,1,1st Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,In Line Petrol Engine,3,EGIS,5,White,No,No,FWD,7,Power,170mm,347,Comprehensive,19.44 kmpl,Ventilated Disc,Drum,10.5,10.94071856,145,Delhi,2015,5229,T BSIV,₹ 2.85 Lakh,645877,Delhi
0,Petrol,Sedan,"11,332",Automatic,1,1st Owner,Skoda,Skoda Slavia,Drum,"Tubeless,Radial",16,1.0 L TSI Petrol,3,Direct Injection,4,Others,Yes,No,FWD,5,Electric,145mm,521,Zero Dep,18.07 kmpl,Disc,Drum,10.5,10.94071856,141.35,Delhi,2022,8693,1.0 TSI Ambition AT BSVI,₹ 13.58 Lakh,645877,Delhi
0,Petrol,SUV,"24,000",Automatic,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",18,1.5L Turbocharged Intercooled,4,Direct Injection,5,White,YES,No,FWD,6,Electric,192mm,155,Comprehensive,,Disc,Disc,10.5,10.94071856,175.7062571,Delhi,2021,8345,Smart CVT,₹ 17.50 Lakh,645877,Delhi
0,Petrol,Sedan,"64,213",Manual,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.4TSI Petrol Engine,4,Direct Injection,4,White,Yes,No,FWD,5,Power,155mm,590,Comprehensive,16.7 kmpl,Disc,Disc,10.5,10.94071856,220,Delhi,2018,5908,1.4 TSI MT Ambition,₹ 12.50 Lakh,645877,Delhi
0,Petrol,Sedan,"89,352",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.4TSI Petrol Engine,4,Direct Injection,4,Red,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2015,10244,VXI,₹ 3.80 Lakh,399000,Delhi
0,Petrol,Sedan,"38,511",Manual,1,1st Owner,Tata,Tata Tigor,Drum,"Tubeless,Radial",15,1.2L Revotron Engine,3,Direct Injection,4,Silver,Yes,No,FWD,5,Electric,170,419,Third Party,19.28 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2021,7373,XZ Plus BSVI,₹ 6.89 Lakh,696000,Delhi
0,Petrol,SUV,"42,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.2 L MPi Petrol,4,MPi,5,Blue,No,No,FWD,5,Electric,190mm,350,Comprehensive,17.52 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2020,7673,S,₹ 6.50 Lakh,645877,Delhi
0,Petrol,MUV,"7,000",Manual,1,1st Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,MPi,5,Grey,No,No,FWD,6,Power,180mm,209,Third Party insurance,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Delhi,2021,7030,Zeta,₹ 11 Lakh,645877,Delhi
0,Petrol,Sedan,"77,937",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Petrol Engine,4,MPFI,4,White,No,No,FWD,5,Power,120mm,460,Third Party,15.41 kmpl,Disc,Drum,10.5,10.94071856,185,Delhi,2018,3124,1.6 MPI Active BSIV,₹ 6.55 Lakh,645877,Delhi
0,Petrol,Sedan,"40,663",Manual,1,1st Owner,Tata,Tata Tigor,Drum,"Tubeless,Radial",15,1.2L Revotron Engine,3,MPFI,4,Silver,No,No,FWD,5,Electric,170,419,Zero Dep,19.28 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2021,7373,XZ Plus BSVI,₹ 6.99 Lakh,645877,Delhi
0,Petrol,SUV,"27,000",Automatic,1,1st Owner,Kia,Kia Seltos,Disc,"Tubeless,Radial",16,Smartstream G1.5,4,MPI,5,White,No,No,2WD,5,Electric,190mm,433,Comprehensive,16.8 kmpl,Disc,Disc,10.5,11.8,175.7062571,Delhi,2019,7109,HTX IVT G,₹ 12.90 Lakh,645877,Delhi
0,Petrol,Sedan,"48,000",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,1.0L TSI Petrol,3,Direct Injection,4,White,Yes,No,FWD,5,Power,116mm,460,Third Party insurance,18.97 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2020,7836,1.0 TSI Ambition,₹ 7.65 Lakh,645877,Delhi
0,Diesel,SUV,"1,00,579",Manual,2,2nd Owner,Renault,Renault Duster,Drum,Radial,16,1.0L TSI Petrol,4,Common Rail Direct Injection (dCi),5,Silver,No,No,FWD,5,Power,205,475,Zero Dep,19.87 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,7021,RXZ 110PS BSIV,₹ 6.93 Lakh,732000,Delhi
0,Petrol,SUV,"42,000",Automatic,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,White,Yes,No,FWD,5,Power,209 mm,350,Comprehensive,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Delhi,2019,6499,1.2 Revotron XMA,₹ 7.75 Lakh,645877,Delhi
0,Diesel,MUV,"68,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,1-GD FTV Engine,4,Direct Injection,5,Grey,Yes,No,RWD,8,Power,178mm,9544.285567,Zero Dep,11.36 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,2409,2.8 GX AT 8S BSIV,₹ 17.25 Lakh,645877,Delhi
0,Petrol,SUV,"9,150",Automatic,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",18,1.5L Turbocharged Intercooled,4,Direct Injection,5,Silver,YES,No,RWD,6,Power,192mm,155,Comprehensive,16.56 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Delhi,2021,8344,Sharp CVT,₹ 19.25 Lakh,645877,Delhi
0,Petrol,SUV,"14,445",Manual,2,2nd Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Zero Dep,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2021,7675,SX Turbo,₹ 8.53 Lakh,645877,Delhi
0,Petrol,SUV,"29,847",Automatic,2,2nd Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Silver,Yes,No,FWD,5,Power,209 mm,350,Zero Dep,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Delhi,2019,6364,1.2 Revotron XZA Plus,₹ 8.61 Lakh,645877,Delhi
0,Petrol,SUV,"32,000",Automatic,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Grey,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Delhi,2018,6499,1.2 Revotron XMA,₹ 6.75 Lakh,645877,Delhi
0,Petrol,SUV,"21,366",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Revotron 1.2L Turbocharged engine,3,GDi,5,White,Yes,No,FWD,5,Power,190mm,350,Comprehensive,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,6891,S Turbo BSIV,₹ 8 Lakh,645877,Delhi
0,Petrol,SUV,"58,000",Automatic,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Blue,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Delhi,2019,6364,1.2 Revotron XZA Plus,₹ 8.25 Lakh,645877,Delhi
0,Diesel,SUV,"14,800",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,U2 CRDi Diesel,4,CRDi,5,White,No,No,FWD,5,Electric,190mm,350,Comprehensive,23.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2021,7686,SX Opt Dual Tone Diesel,₹ 10.95 Lakh,645877,Delhi
0,Diesel,MUV,"97,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,1-GD FTV Engine,4,Direct Injection,5,Grey,Yes,No,RWD,8,Power,178mm,9544.285567,Comprehensive,11.36 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2016,2409,2.8 GX AT 8S BSIV,₹ 13.50 Lakh,645877,Delhi
0,Diesel,MUV,"60,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,4,CRDi,5,White,Yes,No,RWD,7,Power,178mm,300,Third Party insurance,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,7309,2.4 GX MT,₹ 17.50 Lakh,645877,Delhi
0,Petrol,MUV,"10,512",Manual,1,1st Owner,Datsun,Datsun GO Plus,Drum,Tubeless,14,Naturally Aspirated 12V DOHC EFI,3,EFI,5,White,No,No,FWD,7,Electric,180mm,3473,Third Party,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2021,7855,T Option,₹ 5.24 Lakh,541000,Delhi
0,Diesel,SUV,"74,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,U2 CRDI Engine,4,CRDi,5,Black,No,No,FWD,5,Power,190mm,400,Third Party,22.1 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2018,6884,1.4 EX Diesel,₹ 9.35 Lakh,645877,Delhi
0,Petrol,Sedan,"53,930",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,U2 CRDI Engine,4,CRDi,4,White,No,No,FWD,5,Electric,160,378,Zero Dep,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2017,10244,VXI,₹ 4.96 Lakh,509999,Delhi
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",17,1.0 TSI Petrol Engine,3,TSI,5,White,Yes,No,FWD,5,Electric,155mm,3851405,Third Party insurance,17.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2021,8677,1.0 TSI Style AT BSVI,₹ 15.80 Lakh,645877,Delhi
0,Diesel,SUV,"25,000",Automatic,1,1st Owner,Mahindra,Mahindra Alturas G4,Ventilated Disc,"Radial, Tubeless",18,2.2L Diesel Engine,4,CRDi,5,Black,Yes,No,FWD,7,Electric,180,9544.285567,Third Party insurance,12.05 kmpl,Ventilated Disc,Ventilated Disc,10.5,10.94071856,175.7062571,Delhi,2021,7796,4X4 AT,₹ 30.50 Lakh,645877,Delhi
0,Petrol,Sedan,"49,000",Automatic,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,Silver,Yes,No,FWD,5,Power,155mm,590,Comprehensive,15.1 kmpl,Disc,Disc,9.6,10.94071856,220,Delhi,2014,6121,1.8 TSI AT L K,₹ 10.50 Lakh,645877,Delhi
0,Petrol,Sedan,"37,000",Manual,0,0th Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.4TSI Petrol Engine,4,Direct Injection,4,White,Yes,No,FWD,5,Power,155mm,590,Third Party,16.7 kmpl,Disc,Disc,10.5,10.94071856,220,Delhi,2017,5908,1.4 TSI MT Ambition,₹ 10.49 Lakh,645877,Delhi
0,Cng,Sedan,"20,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.4TSI Petrol Engine,4,Direct Injection,4,Others,Yes,No,FWD,5,Electric,160,9544.285567,Third Party insurance,31.12 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2022,8885,VXI CNG BSVI,₹ 8.50 Lakh,645877,Delhi
0,Petrol,MUV,"55,000",Manual,1,1st Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,Direct Injection,5,White,Yes,No,FWD,6,Power,180mm,209,Third Party insurance,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Delhi,2021,7099,Alpha,₹ 10.90 Lakh,645877,Delhi
0,Petrol,SUV,"70,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Blue,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,7681,SX Plus Turbo DCT,₹ 8.90 Lakh,645877,Delhi
0,Diesel,SUV,"38,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,U2 CRDI VGT Engine,4,CRDi,5,Silver,Yes,No,FWD,5,Power,190mm,400,Third Party insurance,20.5 kmpl,Disc,Drum,10.5,10.94071856,160.58,Delhi,2019,6440,1.6 SX Option Diesel,₹ 11.95 Lakh,645877,Delhi
0,Petrol,Hatchback,"51,113",Manual,1,1st Owner,Renault,Renault KWID,Drum,"Tubeless,Radial",16,Petrol Engine,3,MPFi,5,Blue,No,No,FWD,5,Power,184mm,279,Comprehensive,23.01 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7191,Climber 1.0 MT Opt BSIV,₹ 4.57 Lakh,645877,Hyderabad
0,Diesel,SUV,"80,000",Manual,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",18,2.0L Turbocharged Diesel,4,MPFi,5,Others,YES,No,FWD,6,Power,192mm,155,Third Party insurance,16.65 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Hyderabad,2020,7907,Sharp Diesel MT,₹ 16 Lakh,645877,Hyderabad
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Petrol Engine,4,MPFI,4,Others,No,No,FWD,5,Power,120mm,460,Third Party insurance,15.41 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2018,3124,1.6 MPI Active BSIV,₹ 7.75 Lakh,645877,Hyderabad
0,Petrol,Sedan,"65,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,Petrol Engine,4,MPFI,4,White,No,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7710,ZXI BSVI,₹ 7.50 Lakh,645877,Hyderabad
0,Petrol,Sedan,"73,143",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,Petrol Engine,4,MPFI,4,Silver,No,No,FWD,5,Electric,160,378,Third Party,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2016,10246,ZXI,₹ 6.10 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"67,527",Manual,1,1st Owner,Datsun,Datsun GO,Drum,Tubeless,16,Naturally Aspirated 12V,3,Electronic Injection System,5,Silver,No,No,FWD,5,Power,180mm,265,Third Party insurance,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2018,7852,T,₹ 3.37 Lakh,346000,Hyderabad
0,Diesel,SUV,"70,000",Manual,1,1st Owner,Renault,Renault Captur,Drum,"Radial,Tubeless",16,K9K dCi Diesel Engine,4,CRDi,5,Orange,Yes,No,FWD,5,Power,210mm,392,Third Party insurance,20.37 kmpl,Disc,Drum,10.5,13.24,175.7062571,Hyderabad,2017,6102,1.5 Diesel RXT,₹ 9.75 Lakh,645877,Hyderabad
0,Petrol,SUV,"22,500",Automatic,1,1st Owner,Kia,Kia Seltos,Disc,"Tubeless,Radial",16,Smartstream G1.5,4,MPI,5,Black,No,No,2WD,5,Electric,190mm,433,Third Party insurance,16.8 kmpl,Disc,Disc,10.5,11.8,175.7062571,Hyderabad,2021,7109,HTX IVT G,₹ 17.50 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"70,200",Manual,1,1st Owner,Datsun,Datsun GO,Drum,Tubeless,16,Naturally Aspirated 12V,3,Electronic Injection System,5,White,No,No,FWD,5,Power,180mm,265,Third Party insurance,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2018,7852,T,₹ 4.30 Lakh,434000,Hyderabad
0,Diesel,MUV,"1,15,000",Manual,1,1st Owner,Mahindra,Mahindra Marazzo,Disc,"Tubless, Radial",16,D15 1.5 Liter Diesel Engine,4,CRDi,5,Silver,Yes,No,FWD,7,Power,200mm,190,Third Party insurance,17.3 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Hyderabad,2018,6571,M2 BSIV,₹ 7.50 Lakh,645877,Hyderabad
0,Petrol,MUV,"59,108",Manual,1,1st Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,CRDi,5,Red,Yes,No,FWD,6,Power,180mm,209,Comprehensive,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7030,Zeta,₹ 11 Lakh,645877,Hyderabad
0,Petrol,SUV,"31,500",Manual,2,2nd Owner,Nissan,Nissan Kicks,Drum,Tubeless,17,1.3 L HR13DDT Turbo Petrol,4,GDI,5,Silver,Yes,No,FWD,5,Power,210 mm,400,Comprehensive,14.23 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7830,1.3 Turbo XV Pre Option,₹ 11.99 Lakh,645877,Hyderabad
0,Diesel,SUV,"49,287",Manual,1,1st Owner,MG,MG Hector,Disc,Radial,16,1.3 L HR13DDT Turbo Petrol,4,GDI,5,Red,Yes,No,FWD,5,Power,192mm,587,Comprehensive,17.41 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Hyderabad,2020,6931,Super Diesel MT BSIV,₹ 15 Lakh,645877,Hyderabad
0,Diesel,SUV,"1,22,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,U2 CRDI Engine,4,CRDi,5,White,No,No,FWD,5,Power,190mm,400,Third Party insurance,22.1 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2017,8978,1.4 E Plus CRDi,₹ 9.40 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"83,829",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,Tubeless,16,1.0L Petrol Engine,3,MPFi,5,Silver,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.5 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2018,5907,1.0 S,₹ 3.75 Lakh,645877,Hyderabad
0,Petrol,MUV,"45,000",Manual,1,1st Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,MPFi,5,Silver,No,No,FWD,6,Power,180mm,209,Third Party insurance,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Hyderabad,2021,7030,Zeta,₹ 11.25 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"15,850",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,1.0L Petrol Engine,3,MPFi,5,Red,No,No,2WD,5,Power,185mm,222,Comprehensive,22.5 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,5906,1.0 T Option,₹ 4.16 Lakh,645877,Hyderabad
0,Petrol,Sedan,"80,375",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.0L Petrol Engine,4,MPFi,4,Black,No,No,2WD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2013,10244,VXI,₹ 4.34 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"64,447",Manual,1,1st Owner,Datsun,Datsun GO,Drum,Tubeless,14,Naturally Aspirated 12V DOHC EFI,3,Electronic Injection System,5,Orange,No,No,FWD,5,Power,180mm,265,Third Party insurance,19.83 kmpl,Disc,Drum,10.5,10.94071856,150,Hyderabad,2019,6651,T Option Petrol,₹ 4.32 Lakh,440000,Hyderabad
0,Petrol,Hatchback,"23,110",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,Tubeless,16,0.8L Petrol Engine,3,MPFi,5,Brown,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2018,5236,T Option,₹ 3.50 Lakh,645877,Hyderabad
0,Petrol,Sedan,"53,509",Manual,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,1.0L TSI Petrol,3,Direct Injection,4,Red,Yes,No,FWD,5,Power,116mm,460,Third Party,18.97 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7838,1.0 TSI Style,₹ 9.97 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"85,298",Manual,1,1st Owner,Datsun,Datsun GO,Drum,Tubeless,16,Naturally Aspirated 12V,3,Electronic Injection System,5,Red,No,No,FWD,5,Power,180mm,265,Zero Dep,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2017,7852,T,₹ 3.07 Lakh,319000,Hyderabad
0,Diesel,Sedan,"1,15,276",Manual,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Diesel Engine,4,Direct Injection,4,Silver,Yes,No,FWD,5,Power,120mm,460,Comprehensive,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2017,5497,1.5 TDI Style BSIV,₹ 7.75 Lakh,645877,Hyderabad
0,Petrol,SUV,"30,241",Manual,1,1st Owner,Renault,Renault Duster,Drum,"Radial,Tubeless",16,1.5L Petrol Engine,4,Multi Point Fuel Injection,5,White,No,No,FWD,5,Power,205,475,Third Party insurance,16.42 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2020,7702,RXE,₹ 9.07 Lakh,977999,Hyderabad
