it,ft,bt,km,transmission,ownerNo,owner,oem,model,RearBrakeType,TyreType,AlloyWheelSize,EngineType,NoofCylinder,FuelSuppySystem,NoDoorNumbers,Color,TurboCharger,SuperCharger,DriveType, SeatingCapacity,SteeringType,Ground Clearance Unladen,CargoVolumn,Insurance Validity,Mileage,Front Brake Type,RearBrakeType,CompressionRatio,Acceleration,Top Speed,city,modelYear,centralVariantId,variantName,price,priceActual,city
0,Petrol,Sedan,"48,683",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Petrol Engine,4,MPFI,4,White,No,No,FWD,5,Power,120mm,460,Not Available,14.3 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2019,5498,1.6 MPI Style BSIV,₹ 8.30 Lakh,645877,Hyderabad
0,Petrol,SUV,"40,000",Manual,2,2nd Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,White,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Hyderabad,2018,5994,1.2 Revotron XZ Plus,₹ 7.50 Lakh,645877,Hyderabad
0,Diesel,MUV,"1,50,000",Manual,2,2nd Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",17,2-GD FTV Engine,4,Direct Injection,5,Others,Yes,No,RWD,7,Power,178mm,9544.285567,Third Party insurance,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2016,2405,2.4 ZX MT BSIV,₹ 16 Lakh,645877,Hyderabad
0,Petrol,Hatchback,"58,547",Manual,2,2nd Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,0.8L Petrol Engine,3,MPFi,5,Red,No,No,2WD,5,Power,185mm,222,Comprehensive,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2019,5237,S,₹ 3.41 Lakh,361000,Hyderabad
0,Diesel,Sedan,"1,00,456",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Diesel Engine,4,Direct Injection,4,Black,Yes,No,FWD,5,Power,120mm,460,Third Party,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Hyderabad,2016,5497,1.5 TDI Style BSIV,₹ 7.65 Lakh,794000,Hyderabad
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,Diesel Engine,4,Direct Injection,4,Gray,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2022,7709,VXI BSVI,₹ 7.50 Lakh,645877,Hyderabad
0,Petrol,Sedan,"87,113",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,Diesel Engine,4,Direct Injection,4,White,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2016,10244,VXI,₹ 5.23 Lakh,534000,Hyderabad
0,Petrol,Sedan,"52,315",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,Diesel Engine,4,Direct Injection,4,Silver,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Hyderabad,2015,10246,ZXI,₹ 5.83 Lakh,601000,Hyderabad
0,Petrol,SUV,"10,000",Automatic,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",16,1.5L Turbocharged Intercooled,4,Direct Injection,5,White,YES,No,FWD,6,Electric,192mm,155,Third Party insurance,11.67 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Hyderabad,2020,7520,Sharp DCT,₹ 17.50 Lakh,645877,Hyderabad
0,Petrol,Sedan,"10,000",Automatic,1,1st Owner,Skoda,Skoda Slavia,Drum,"Tubeless,Radial",16,1.0 L TSI Petrol,3,Direct Injection,4,Others,Yes,No,FWD,5,Electric,145mm,521,Third Party insurance,18.07 kmpl,Disc,Drum,10.5,10.94071856,141.35,Hyderabad,2022,8695,1.0 TSI Style AT BSVI,₹ 17 Lakh,645877,Hyderabad
0,Diesel,SUV,"50,000",Automatic,2,2nd Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,"Revotorq, 1.5L Turbocharged engine",4,CDI,5,Others,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,21.5 kmpl,Disc,Drum,10.5,10.94071856,154.19,Hyderabad,2019,6500,1.5 Revotorq XMA,₹ 8.50 Lakh,645877,Hyderabad
0,Diesel,Sedan,"63,255",Automatic,1,1st Owner,Skoda,Skoda Superb,Disc,"Tubeless,Radial",17,Diesel Engine,4,Direct Injection,5,Brown,Yes,No,FWD,5,Power,110mm,625,Comprehensive,18.19 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Jaipur,2017,3197,LK 2.0 TDI AT,₹ 19.90 Lakh,645877,Jaipur
0,Diesel,SUV,"90,000",Automatic,2,2nd Owner,Skoda,Skoda Kodiaq,Disc,Tubeless,18,2.0-litre TDI Diesel Engine,4,CRDI,5,Gray,Yes,No,4WD,7,Power,140mm,270,Third Party insurance,16.25 kmpl,Disc,Disc,10.5,10.94071856,200.7,Jaipur,2017,5357,2.0 TDI Style,₹ 22.50 Lakh,645877,Jaipur
0,Petrol,MUV,"70,000",Manual,1,1st Owner,Maruti,Maruti XL6,Leading & Trailing Drum,"Tubeless,Radial",16,K15B Smart Hybrid,4,CRDI,5,White,Yes,No,FWD,6,Power,180mm,209,Third Party insurance,19.01 kmpl,Ventilated Disc,Leading & Trailing Drum,10.5,10.94071856,175.7062571,Jaipur,2020,7030,Zeta,₹ 9.10 Lakh,645877,Jaipur
0,Diesel,MUV,"1,20,000",Manual,2,2nd Owner,Mahindra,Mahindra Marazzo,Disc,"Tubless, Radial",16,D15 1.5 Liter Diesel Engine,4,CRDi,5,Gray,Yes,No,FWD,8,Power,200mm,190,Third Party insurance,17.3 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Jaipur,2018,6572,M2 8Str BSIV,₹ 5.70 Lakh,645877,Jaipur
0,Petrol,SUV,"90,000",Manual,2,2nd Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,White,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Jaipur,2018,5992,1.2 Revotron XM,₹ 7.21 Lakh,645877,Jaipur
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Skoda,Skoda Slavia,Drum,"Tubeless,Radial",16,1.0 L TSI Petrol,3,Direct Injection,4,White,Yes,No,FWD,5,Electric,145mm,521,Third Party insurance,19.47 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2022,8694,1.0 TSI Style BSVI,₹ 14.73 Lakh,645877,Jaipur
0,Petrol,Sedan,"50,000",Automatic,1,1st Owner,Skoda,Skoda Superb,Disc,"Tubeless,Radial",17,Petrol Engine,4,Direct Injection,5,Others,Yes,No,FWD,5,Power,110mm,625,Third Party insurance,14.67 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Jaipur,2020,3196,LK 1.8 TSI AT,₹ 26.80 Lakh,645877,Jaipur
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Others,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Jaipur,2019,5992,1.2 Revotron XM,₹ 7.10 Lakh,645877,Jaipur
0,Petrol,Sedan,"41,521",Automatic,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,Brown,Yes,No,FWD,5,Power,155mm,590,Comprehensive,15.1 kmpl,Disc,Disc,9.6,10.94071856,220,Jaipur,2019,6121,1.8 TSI AT L K,₹ 21.90 Lakh,645877,Jaipur
0,Petrol,Hatchback,"25,446",Automatic,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,1.0L Petrol Engine,3,MPFi,5,White,No,No,2WD,5,Power,185mm,222,Comprehensive,23 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2017,6211,AMT 1.0 S,₹ 3.21 Lakh,334000,Jaipur
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,White,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Jaipur,2020,6499,1.2 Revotron XMA,₹ 9.15 Lakh,645877,Jaipur
0,Petrol,SUV,"44,461",Manual,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",16,1.0 TSI Petrol Engine,3,TSI,5,Red,Yes,No,FWD,5,Electric,155mm,3851405,Comprehensive,19.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2021,7319,1.0 TSI Active BSVI,₹ 10 Lakh,645877,Jaipur
0,Petrol,Sedan,"44,461",Manual,1,1st Owner,Skoda,Skoda Slavia,Drum,"Tubeless,Radial",16,1.0 L TSI Petrol,3,Direct Injection,4,Red,Yes,No,FWD,5,Electric,145mm,521,Comprehensive,19.47 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2021,7257,1.0 TSI Active BSVI,₹ 10 Lakh,645877,Jaipur
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,1.0 L TSI Petrol,4,Direct Injection,4,White,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2022,7710,ZXI BSVI,₹ 8.90 Lakh,645877,Jaipur
0,Petrol,Sedan,"41,521",Automatic,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,Brown,Yes,No,FWD,5,Power,155mm,590,Comprehensive,15.1 kmpl,Disc,Disc,9.6,10.94071856,220,Jaipur,2019,7203,1.8 TSI AT Onyx,₹ 21.90 Lakh,645877,Jaipur
0,Petrol,SUV,"76,065",Manual,2,2nd Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,White,Yes,No,FWD,5,Power,209 mm,350,Comprehensive,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Jaipur,2019,5994,1.2 Revotron XZ Plus,₹ 7.23 Lakh,738000,Jaipur
0,Petrol,SUV,"40,000",Automatic,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",18,1.5L Turbocharged Intercooled,4,MPFI,5,Others,YES,No,FWD,6,Power,192mm,155,Third Party insurance,16.56 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Jaipur,2021,8344,Sharp CVT,₹ 17 Lakh,645877,Jaipur
0,Petrol,SUV,"37,724",Manual,1,1st Owner,Renault,Renault Kiger,Drum,"Tubeless, Radial",16,1.0 L ENERGY,3,MPFi,5,White,No,No,FWD,5,Electric,205mm,405,Third Party,19.17 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2022,8363,RXT DT,₹ 6.75 Lakh,645877,Jaipur
0,Diesel,SUV,"87,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,U2 CRDi Diesel,4,CRDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Comprehensive,23.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2019,7684,SX Diesel,₹ 9.50 Lakh,645877,Jaipur
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Skoda,Skoda Slavia,Drum,"Tubeless,Radial",16,1.0 L TSI Petrol,3,Direct Injection,4,White,Yes,No,FWD,5,Electric,145mm,521,Third Party insurance,19.47 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2022,8694,1.0 TSI Style BSVI,₹ 14.90 Lakh,645877,Jaipur
0,Petrol,SUV,"60,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,1.0 L TSI Petrol,4,Direct Injection,5,White,No,No,FWD,5,Power,190mm,350,Third Party insurance,17.52 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2021,6942,S BSIV,₹ 6.90 Lakh,645877,Jaipur
0,Petrol,Sedan,"94,554",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.0 L TSI Petrol,4,Direct Injection,4,White,No,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2012,10244,VXI,₹ 3.83 Lakh,399000,Jaipur
0,Petrol,Hatchback,"22,982",Automatic,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless, Radial",16,1.0L Petrol Engine,3,MPFi,5,Others,No,No,2WD,5,Power,185mm,222,Comprehensive,22.5 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2018,6124,AMT 1.0 T Option,₹ 3.13 Lakh,341000,Jaipur
0,Diesel,Sedan,"1,15,000",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Diesel Engine,4,Direct Injection,4,Grey,Yes,No,FWD,5,Power,120mm,460,Third Party insurance,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Jaipur,2017,3141,1.5 TDI Ambition BSIV,₹ 6.75 Lakh,645877,Jaipur
0,Petrol,SUV,"10,000",Manual,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",16,1.0 TSI Petrol Engine,3,TSI,5,White,Yes,No,FWD,5,Electric,155mm,3851405,Third Party insurance,19.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2022,8477,1.0 TSI Ambition BSVI,₹ 13 Lakh,645877,Jaipur
0,Diesel,SUV,"60,000",Manual,1,1st Owner,MG,MG Hector,Disc,Radial,16,1.0 TSI Petrol Engine,4,TSI,5,Others,Yes,No,FWD,5,Electric,192mm,587,Third Party insurance,17.41 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Jaipur,2020,6939,Sharp Diesel MT BSIV,₹ 15.50 Lakh,645877,Jaipur
0,Petrol,Sedan,"88,069",Manual,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,1.0L TSI Petrol,3,Direct Injection,4,Silver,Yes,No,FWD,5,Power,116mm,460,Third Party insurance,18.97 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2021,7836,1.0 TSI Ambition,₹ 8.59 Lakh,985000,Jaipur
0,Diesel,SUV,"92,700",Automatic,2,2nd Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,U2 CRDI VGT Engine,4,CRDi,5,White,Yes,No,FWD,5,Power,190mm,400,Comprehensive,17.6 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2019,6439,1.6 SX Automatic Diesel,₹ 12.50 Lakh,645877,Jaipur
0,Petrol,Sedan,"40,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,U2 CRDI VGT Engine,4,CRDi,4,White,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2020,7710,ZXI BSVI,₹ 6.50 Lakh,645877,Jaipur
0,Petrol,Sedan,"67,896",Automatic,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,Silver,Yes,No,FWD,5,Power,155mm,590,Third Party insurance,15.1 kmpl,Disc,Disc,9.6,10.94071856,220,Jaipur,2019,6121,1.8 TSI AT L K,₹ 15 Lakh,1581000,Jaipur
0,Petrol,Sedan,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,White,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2020,7709,VXI BSVI,₹ 5 Lakh,645877,Jaipur
0,Petrol,Sedan,"50,000",Automatic,1,1st Owner,Skoda,Skoda Superb,Disc,"Tubeless, Radial",17,2.0L Turbocharged Petrol,4,TSI,5,Others,Yes,No,FWD,5,Power,91mm,625,Third Party insurance,15.1 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Jaipur,2020,7803,Laurin & klement BSVI,₹ 30 Lakh,645877,Jaipur
0,Petrol,Sedan,"20,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,2.0L Turbocharged Petrol,4,TSI,4,Others,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2020,7709,VXI BSVI,₹ 7.25 Lakh,645877,Jaipur
0,Diesel,Sedan,"68,140",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Diesel Engine,4,Direct Injection,4,White,Yes,No,FWD,5,Power,120mm,460,Not Available,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Jaipur,2019,5497,1.5 TDI Style BSIV,₹ 8.10 Lakh,645877,Jaipur
0,Petrol,Sedan,"29,882",Automatic,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,Black,Yes,No,FWD,5,Power,155mm,590,Comprehensive,15.1 kmpl,Disc,Disc,9.6,10.94071856,220,Jaipur,2019,7203,1.8 TSI AT Onyx,₹ 22.90 Lakh,645877,Jaipur
0,Diesel,SUV,"77,901",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,1.8TSI Petrol Engine,4,CRDi,5,Blue,No,No,FWD,5,Power,190mm,350,Comprehensive,23.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2019,6947,SX Diesel BSIV,₹ 9.75 Lakh,645877,Jaipur
0,Diesel,Sedan,"91,547",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Diesel Engine,4,Direct Injection,4,Silver,Yes,No,FWD,5,Power,120mm,460,Third Party insurance,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Jaipur,2018,3141,1.5 TDI Ambition BSIV,₹ 9.65 Lakh,645877,Jaipur
0,Diesel,SUV,"31,262",Automatic,1,1st Owner,Kia,Kia Seltos,Disc,"Tubeless,Radial",16,1.5L CRDi VGT,4,CRDi,5,Grey,Yes,No,2WD,5,Power,190mm,433,Not Available,17.8 kmpl,Disc,Disc,10.5,11.8,175.7062571,Jaipur,2019,7119,HTX Plus AT D,₹ 11.30 Lakh,645877,Jaipur
0,Petrol,Sedan,"16,000",Manual,1,1st Owner,Skoda,Skoda Slavia,Drum,"Tubeless,Radial",16,1.0 L TSI Petrol,3,Direct Injection,4,White,Yes,No,FWD,5,Electric,145mm,521,Third Party insurance,19.47 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2022,7257,1.0 TSI Active BSVI,₹ 11.10 Lakh,1150000,Jaipur
0,Petrol,Sedan,"57,794",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,1.0 L TSI Petrol,4,Direct Injection,4,Silver,Yes,No,FWD,5,Electric,160,378,Not Available,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2021,7710,ZXI BSVI,₹ 7.25 Lakh,645877,Jaipur
0,Petrol,Sedan,"33,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.0 L TSI Petrol,4,Direct Injection,4,White,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2021,7709,VXI BSVI,₹ 7.10 Lakh,645877,Jaipur
0,Diesel,SUV,"1,01,884",Automatic,1,1st Owner,Kia,Kia Seltos,Disc,"Tubeless,Radial",16,1.5L CRDi VGT,4,CRDi,5,Glacier White Pearl,Yes,No,2WD,5,Power,190mm,433,Not Available,17.8 kmpl,Disc,Disc,10.5,11.8,175.7062571,Jaipur,2019,7119,HTX Plus AT D,₹ 12.60 Lakh,645877,Jaipur
0,Petrol,SUV,"48,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,VTVT Petrol Engine,4,MPFI,5,White,No,No,FWD,5,Power,190mm,400,Comprehensive,15.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2017,6429,1.6 E Plus,₹ 8.25 Lakh,645877,Jaipur
0,Petrol,SUV,"36,107",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Not Available,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2020,7681,SX Plus Turbo DCT,₹ 8.61 Lakh,645877,Jaipur
0,Diesel,SUV,"89,000",Automatic,2,2nd Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,U2 CRDI VGT Engine,4,CRDi,5,Grey,Yes,No,FWD,5,Power,190mm,400,Comprehensive,17.6 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2017,6439,1.6 SX Automatic Diesel,₹ 9.75 Lakh,645877,Jaipur
0,Petrol,SUV,"16,424",Manual,1,1st Owner,Renault,Renault Kiger,Drum,"Tubeless, Radial",16,1.0 L Turbocharged,3,MPFi,5,Moonlight Silver,Yes,No,FWD,5,Electric,205mm,405,Not Available,20.5 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2021,8357,RXT Turbo,₹ 5.47 Lakh,645877,Jaipur
0,Petrol,SUV,"44,516",Manual,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",16,1.0 TSI Petrol Engine,3,TSI,5,Red,Yes,No,FWD,5,Electric,155mm,3851405,Comprehensive,19.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2021,7319,1.0 TSI Active BSVI,₹ 10 Lakh,645877,Jaipur
0,Diesel,SUV,"90,150",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,U2 CRDI Engine,4,CRDi,5,Polar White,No,No,FWD,5,Power,190mm,400,Not Available,22.1 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2019,6435,1.4 S,₹ 9.50 Lakh,645877,Jaipur
0,Petrol,SUV,"50,000",Manual,1,1st Owner,MG,MG Hector,Disc,Radial,16,U2 CRDI Engine,4,CRDi,5,Others,Yes,No,FWD,5,Power,192mm,587,Third Party insurance,15.81 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Jaipur,2019,6938,Hybrid Sharp MT BSIV,₹ 9 Lakh,645877,Jaipur
0,Diesel,SUV,"50,000",Manual,2,2nd Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,"Revotorq, 1.5L Turbocharged engine",4,CDI,5,Others,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,21.5 kmpl,Disc,Drum,10.5,10.94071856,154.19,Jaipur,2018,5996,1.5 Revotorq XM,₹ 6 Lakh,645877,Jaipur
0,Petrol,SUV,"10,000",Manual,2,2nd Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Others,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2022,7927,SX Opt Sport iMT,₹ 11 Lakh,645877,Jaipur
0,Petrol,SUV,"60,000",Manual,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Others,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Jaipur,2019,5994,1.2 Revotron XZ Plus,₹ 8 Lakh,645877,Jaipur
0,Petrol,SUV,"40,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Revotron 1.2L Turbocharged engine,3,GDi,5,Others,Yes,No,FWD,5,Power,190mm,350,Third Party insurance,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2021,6945,SX Turbo BSIV,₹ 10 Lakh,645877,Jaipur
0,Cng,Sedan,"30,000",Manual,1,1st Owner,Tata,Tata Tigor,Drum,"Tubeless,Radial",16,1.2L Revotron Engine,3,GDi,4,Others,Yes,No,FWD,5,Electric,165,205,Third Party insurance,26.49 kmpl,Disc,Drum,10.5,10.94071856,121.92,Jaipur,2022,8726,XZ CNG BSVI,₹ 8.20 Lakh,645877,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,0.8L Petrol Engine,3,MPFi,5,Others,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2017,5236,T Option,₹ 3 Lakh,645877,Jaipur
0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,0.8L Petrol Engine,4,MPFi,4,Others,No,No,2WD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2020,7709,VXI BSVI,₹ 7 Lakh,645877,Jaipur
0,Diesel,MUV,"1,50,000",Manual,1,1st Owner,Mahindra,Mahindra Marazzo,Disc,"Tubless, Radial",16,D15 1.5 Liter Diesel Engine,4,CRDi,5,Others,Yes,No,FWD,7,Power,200mm,190,Third Party insurance,17.3 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Jaipur,2019,6571,M2 BSIV,₹ 8 Lakh,645877,Jaipur
0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Fiat,Fiat Avventura,Drum,"Tubeless,Radial",16,MULTIJET Engine,4,Direct Injection,5,Others,Yes,No,FWD,5,Power,156mm,280,Third Party insurance,20.5 kmpl,Ventilated Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2015,5266,Power Up 1.3 Active,₹ 3.50 Lakh,645877,Jaipur
0,Petrol,Sedan,"10,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,MULTIJET Engine,4,Direct Injection,4,Others,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Jaipur,2023,10248,ZXI Plus,₹ 5 Lakh,645877,Jaipur
0,Petrol,SUV,"30,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,MULTIJET Engine,3,GDi,5,Others,Yes,No,FWD,5,Power,190mm,350,Third Party insurance,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2021,6946,SX Plus Turbo DCT BSIV,₹ 12 Lakh,645877,Bangalore
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Renault,Renault Duster,Drum,Tubeless Radial Tyres,16,1.5L Petrol,4,Multi Point Fuel Injection,5,Others,No,No,FWD,5,Power,205,475,Third Party insurance,16.42 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7703,RXS,₹ 10.90 Lakh,645877,Bangalore
